@relation chat

@attribute Conducta {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute message string

@data
5,'yo creo que el funcionamiento de prolog es similar al aprendizaje dado por ML'
5,'aunque por ahi hay podas mucho mas grandes (divago)'
6,'me leí otro paper diferente al que pasaste Tincho, y no me sirvió de nada :(, voy a leer ese que pasaste si está interesante'
5,'lo único que puedo decir que veo relación, que es orientado al metaprogramming, es que por ahí un programa en prolog puede aprender de data que se le da como ntrada para modificarse a sí mismo'
5,'o para modificar otros programasy hacerlos mejores'
6,'si me piden un ejemplo no se me ocurre ni ahí, pero se que es posible'
6,'Yo me acuerdo q una vez dijo la Profe de la práctica q prolog se usaba para ia'
10,'sí, pero no es lo mismo'
6,'de hecho ML se descubrió investigando en el área de IA'
3,Claro
1,'por ahi se solapan, voy a ver si encuentro algo'
6,'hay algoritmos para hacer ML en prolog'
5,'pero creo que es bastante limitado a algunas cosas'
3,'asique si'
3,'Ah, claro, qué boludo'
6,'Machine Learning es un tipo de acercamiento a la Inteligencia Artificial'
6,'como una red neuronal virtual lo es para Machine Learning'
3,'con razón no encontraba sus diferencias, son parte de lo mismo'
2,'ajjaj tenian mucho qeu ver'
2,'jajaj claro'
6,'Y, es que en realidad, si prolog entra dentro de lo que es la definición de Inteligencia Artificial lo hace gracias a la categoría de Machine Learning'
6,'Y a la cualidad que tiene para modificar programas del mismo tipo o modificarse a si mismo dadas distintas condiciones'
6,'por eso se le puede agregar conocimiento y modificar las salidas'
6,'puede ser coeherente eso'
1,'estoy tratando de entender el EBL'
7,ebl?
6,'Explanation Based Learning algorithm'
4,'así se los explico'
4,'Martín por ahí lo leyó ya'
5,'dale!!! yo no pq sino me echan del trabajo jaja'
3,'I figured'
1,'Sorry, colgué leyendo'
5,'es re difícil de seguir el paper que estaba leyendo'
6,'pero básicamente hace esto'
4,'Primero especificás una meta, una clasificación, o una heurística para resolver un problema'
4,'Después le das un ejemplo, como para instanciar el target de lo que estás buscando'
6,'Un dominio, que serían un conjunto de reglas, hechos que se usan para explicar como el ejemplo que dimos es una instancia del concepto de la meta que definimos previamente'
6,'Y criterios operacionales, algunas maneras de describir la forma en que las definiciones conceptuales pueden tomar'
6,'Entonces el loco ponele que quiere probar qué es una taza'
6,'premise(X) -> cup(X)'
4,'arrancás de esa premisa'
6,'y el loco establece predicadots del tipo es levantable, contiene líquido, está formado por dos partes donde una es cóncava con un agujero y contiene líquido'
6,'todas maneras separadas, diferentes de definir lo que es una taza'
6,'y algunas que no necesesariamente, como para mostrarte que no las usa'
6,'y después le da hechos para entrenarlo'
6,'cuestión que con esto, armar un arbol de pruebas, pero pruebas de proofs, no tipo de testeos'
7,'es bastante similar a como trabaja prolog, no?'
1,'es con prolog'
11,'pero no se como explicar lo que veo'
6,'http://www.cs.unm.edu/~luger/ai-final2/CH7_Machine\%20Learning\%20Algorithms\%20in\%20Prolog.pdf'
4,'andá al gráfico de la página 16'
4,'es como que en base a lo que le diste de entrada de arma una manera genérica, y mucho mejor de cómo definir que algo es una taza'
4,'y si mirás el árbol desde abajo, contabilizando sus hojas, lo ves de una manera mucho más específica y acortado'
4,'está re clarito en ese gráfico, si mirás las diferencias de los árboles, y en el epígrafe ves como escribe la generalización en base a las hojas'
2,'una locura'
4,'bueno nada, con esto queda clarísimo que ahí realizó lo que es en machine learning una deducción en base a un previo entrenamiento'
5,'esto es ML asistido, si no me equivoco'
6,'y este es un sólo algoritmo'
3,'lo estaba mirando'
5,'pero volviendo atrás, desde el hecho que sea meta-programable, meta-interpretable, meta-meta (?, se pueden hacer varias cosas'
4,'bueno, habria que armar una respuesta'
5,'no tiene por qué ser perfecta, claramente es algo bastante difícil'
3,'si, mas vale'
5,'pero podriamos usar esto'
7,'queres que la hagamos mañana?'
5,'quiero leer el paper'
5,'ese paper no es la respuesta eh, era para abrir la cabeza nomás'
6,'yo voy a escribir algo, como para explayar lo que ya tengo'
3,'dale, yo cuando salga lo miro'
3,piola
8,'no sé, ahi tiré un par de cosas'
5,'que es lo que tengo en mente'
1,'esta bueno'
7,'Alguien más chusmeo como para poner algo?'
5,'Para mi quedo bien asi'
5,'Para el 3digo'
3,'Sisi el mismo'
5,'No se si haria falta ampliar mas'
4,'Gente tendríamos que juntarnos a discutir la 3er pregunta y ver si todos están de acuerdo con lo que ya escribimos.'
4,'A que hora de mañana podemos hacerlo?'
6,'Yo a la mañana hasta la 1'
6,'Yo tengo que viajar a dar una mano a una conferencia, así que si es mañana yo a la noche tarde recién puedo'
8,'podriamos hacerlo tipo 23.30? a esa hora podes mati?'
6,'Mañana a la mañana tengo que levantar un servidor en el ISISTAN, estoy encargado del Server de ingeniería :(. Y me lleva toda la mañana'
6,'Yo a esa hora tal vez podría pero no prometo nada'
4,'Bueno, la idea es que estemos la mayor cantidad de personas'
2,'Wtf eso es re tarde para el resto jaja.'
5,'Ehm, miren yo ya les deje un día para que investiguen y relean lo que puse, no debatí ni charle con nadie más que un poco con uds dos porque no hubo mucho caudal de información cuando hablamos'
5,'Pero sinceramente a esta altura no se que más hacer más que esperar a que elaboren sus propias opiniones o modificaciones en base a lo que comenté, y yo responder a consecuencia de eso'
4,'esta bien ... la idea es que el resto apliquemos mejoras o modificaciones y ya lo tendriamos'
4,'Esa es mi opinión, totmente subjetiva, estaría bueno charlar nuestros puntos de visata'
3,'sisi, pienso como vos'
4,'Bueno sino que cada uno en el día elabore una rta a esa pregunta y la ponga en el doc y después en base a eso armamos una'
3,'joya, quedamos asi'
5,'Hola gente, perdón por colgarla, ya mandaron el tp?'
11,'no, creo que no,'
5,'no tuve noticias de los chicos, pero me parece que no'
4,'habria que mandarlo'
2,'Ah joya'
3,'Aah yo por si queremos ver algo y después lo mandamos'
5,'Pero si ya esta acomodamos bien las fuentes y demás y lo mandamos'
9,'yo a las 2 me estoy yendo para mardel, si queres lo mandamos antes'
5,'a mi me parece bien las respuestas, no tocaria nada mas'
3,'Si yo a las 4 a neco'
4,'Dale si tipo para 1 y media no aparece alguien lo mandamos'
10,'Pero creo q cande quería modificarle algo a la 1'
3,'sisi, ahi lo vi'
9,'bueno lo vamos a dejar como dijo cande, o como estab antes?'
1,'A ver'
5,'no me parece mal lo que plantea cande, queda un poco mejor es cierto, la onda es que no le cambie el sentido'
6,'ahí integré lo que dijo cande'
6,'pero tuve que modificar el resto'
6,'sino había mucha redundancia'
8,'y se perdía el propósito de querer explicar que pueden adquirir experiencia de la nada solos, o se los entrena/guía un poco para hacerlo'
6,'si pones las cosas entre comas, podes sacar los parentesis'
4,'las dos cosas no'
4,acomodalo
7,'como te parezca ?'
3,listo
4,'quien lo descarga y lo manda?'
4,'todos le dan el ok?'
3,'yo si'
3,Si
3,si
3,ok
8,'lo envío?'
5,'dale, mandalo con copia para nosotros, si no t e jod mucho'
3,'at all'
3,listorti
2,'un gustazo haber trabajado con ustedes'
5,'lo mismo digo mati'
5,'los grupos son rotatorios, y dudo que nos hagan trabajar de nuevo juntos'
2,'así que les deseo paciencia y suerte para su próximo grupetee jaja'
7,'?'
2,'Jajaja, recibido el mail'
2,'jaja gracias mati igualmente para todos'
2,(Y)
7,'?'
