@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
positiva,socio-emocional,'h , re bien ',0,1,0,1,0,0,0,1,0,1,0,0
pregunta,tarea,'que se rendid hoy ? ',0,1,0,0,1,1,1,0,0,1,0,0
positiva,socio-emocional,'bueno me ir , saludo , nos encontrar mañana ! ',0,1,0,1,2,2,0,1,0,3,0,0
respuesta,tarea,'remuneratorio de exploratorio ',1,0,0,1,0,0,0,0,1,0,0,0
positiva,socio-emocional,'éxitos ',0,0,0,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'gracias , hasta mañana chico ! ',0,1,0,2,0,0,0,0,1,2,0,0
positiva,socio-emocional,'hasta mañana ',0,1,0,0,0,0,0,0,1,0,0,0
positiva,socio-emocional,'hola ! ',0,0,0,0,0,0,0,1,0,1,0,0
positiva,socio-emocional,'acá estar ! ',0,1,0,0,1,0,0,0,0,1,0,0
positiva,socio-emocional,'hola sofí , como ir ? ',0,1,0,0,1,0,1,1,0,2,0,0
positiva,socio-emocional,'todo bien , ¿ vos ? ',0,1,0,0,0,2,0,0,0,3,0,0
positiva,socio-emocional,'todo bien ',0,1,0,0,0,1,0,0,0,0,0,0
respuesta,tarea,'se me pasar uno poco el hora , ya casi me olvidar ',0,3,2,1,2,3,0,0,0,1,0,0
positiva,socio-emocional,'jajajá . ',0,0,0,0,0,0,0,1,0,1,0,0
respuesta,tarea,'le dar TM_min:5 a el resto ',0,0,1,1,1,1,0,0,1,0,1,0
positiva,socio-emocional,'si , no haber problema ! ',0,1,0,1,1,0,1,0,0,2,0,0
positiva,socio-emocional,'h , bolo estar en el dock , lo ver ... jajajá ',0,0,1,2,2,1,0,2,1,3,0,0
positiva,socio-emocional,'ah venir ! ',0,1,0,0,1,0,0,0,0,1,0,0
negativa,socio-emocional,'este de han_g_out_s ser medio incomodo ',1,0,0,2,1,1,0,0,1,0,0,0
negativa,socio-emocional,'tener 2 cosa y cada uno por su lado : s ',0,0,2,3,1,1,1,0,1,1,1,0
positiva,socio-emocional,'se ',0,0,0,0,0,1,0,0,0,0,0,0
positiva,socio-emocional,'tener bueno motilones , ese si . .smiley. ',1,0,0,1,1,1,1,0,0,3,0,0
positiva,socio-emocional,'jajay , ser verdad ',0,0,0,1,1,0,0,1,0,1,0,0
respuesta,tarea,'el que no estar en el dock , ser el de progre . exploratorio , estar siempre . ',1,2,3,2,3,1,0,0,2,4,0,0
positiva,socio-emocional,'ser verdad ',0,0,0,1,1,0,0,0,0,0,0,0
respuesta,tarea,'bueno , ir retocar ? ',0,0,0,0,2,0,0,1,0,2,0,0
positiva,socio-emocional,'a le ',0,0,0,0,1,1,0,0,0,0,0,0
respuesta,tarea,'chico , el definición de w_i_k_i_pedia con el definición de red neuronales volar , no ? con el que arreglar ayer entre paréntesis se entender ... ',1,2,3,6,3,2,0,0,5,4,0,0
respuesta,tarea,'para mi volar ',0,0,1,0,1,0,0,0,1,0,0,0
positiva,socio-emocional,'se , volar . ',0,0,0,0,1,1,0,0,0,2,0,0
positiva,socio-emocional,'ok ',0,0,0,1,0,0,0,0,0,0,0,0
respuesta,tarea,'me parecer raro que aprendizaje inductivo quedar tan grande , ser uno de el subrayas ',3,1,1,2,3,2,1,0,1,1,0,0
respuesta,tarea,'quizás debería ser menos \" protagonicé \" ',1,1,0,1,2,0,0,0,0,2,0,0
respuesta,tarea,'en el mayoría de el resuenes que leu , hablar no de inductivo , ni de deductivo , ni de conexionaste , sino partir el aprendizaje en 2 , dar por cerrar que ser inductivo , y el partir en \" supervisar - no supervisar \" ',3,2,4,6,7,1,5,0,8,9,1,0
respuesta,tarea,'haber poner el clasificación porque apareció en todo lado y pareció como el más importante ',1,1,3,2,4,0,3,0,1,0,0,0
positiva,socio-emocional,'siso , pero pareció hasta con letra mas grande ',1,0,0,2,1,0,2,0,2,1,0,0
positiva,socio-emocional,'ja_ja_j_ja_a ',0,0,0,0,0,0,0,1,0,0,0,0
respuesta,tarea,'poder ser . . ',0,0,0,0,2,0,0,0,0,2,0,0
respuesta,tarea,'ser porque estar en aria , ahora lo dejar todo en timesnewroman ',0,1,0,2,3,2,1,0,2,1,0,0
positiva,socio-emocional,'o . o se achicar . jajay ',0,0,0,0,1,1,2,1,0,2,0,0
pregunta,tarea,'no se por que ese parte se ver como con uno renglón en el medio ',0,1,3,3,1,2,2,0,3,0,0,0
positiva,socio-emocional,'te el acomodo ',0,0,1,1,0,1,0,0,0,0,0,0
negativa,socio-emocional,'le comentar que ser uno queso , poner \" lindo \" uno dock , nunca ser bueno , nunca entender como funcionar el salto de página , el puntito , el sangría , etcétera ',1,2,5,7,6,1,2,0,1,9,0,0
positiva,socio-emocional,'por ese no se que hacer jajay ',0,1,0,0,1,2,1,1,1,0,0,0
positiva,socio-emocional,'no haber problema ',0,1,0,1,1,0,0,0,0,0,0,0
positiva,socio-emocional,'jajajá , yo ser rústica , pero me el rebusco ... ',1,0,1,1,1,2,1,1,0,3,0,0
respuesta,tarea,'lo poder acomodar uno toque entre nosotros , y después para poner lo en puf haber alguno botona desde el dock ',0,2,2,4,4,3,1,0,4,1,0,0
respuesta,tarea,'si , haber ',0,0,0,0,1,0,1,0,0,1,0,0
respuesta,tarea,'esperar que lo encontrar , pero haber ',0,0,0,0,3,1,2,0,0,1,0,0
positiva,socio-emocional,'jajay ',0,0,0,0,0,0,0,1,0,0,0,0
pregunta,tarea,'sino copiar el texto y el pego en libre_office ',0,0,2,3,1,0,2,0,1,0,0,0
respuesta,tarea,'con ese ser solo apretar uno botona ',1,0,1,1,2,1,0,0,1,0,0,0
respuesta,tarea,'pero haber uno botón , ser fácil ',1,0,1,1,2,0,1,0,0,1,0,0
respuesta,tarea,'do_w_n_load as ... y podar elegir puf ',0,1,0,2,2,0,1,0,0,1,0,0
positiva,socio-emocional,'lo ver ? ',0,0,0,0,1,1,0,0,0,1,0,0
negativa,socio-emocional,'no , acomodar el sangrizas que estar hacer con espacio jajajá ',0,1,1,2,3,1,0,1,1,1,0,0
respuesta,tarea,'ah este ',0,1,1,0,0,0,0,0,0,0,0,0
respuesta,tarea,'ahí quedar más lindo ... te decir que ser rústico , igual alguno parte haber justificar el texto , pero te quedar mejor a vos ',2,4,2,2,6,3,2,0,1,3,0,0
respuesta,tarea,'bien ir quedar ',0,1,0,0,2,0,0,0,0,0,0,0
respuesta,tarea,'http://www.medigraphic.com/pdfs/revalemex/ram-2014/ram142j.pdf ',0,0,0,0,0,0,0,0,0,0,1,0
respuesta,tarea,'acá leu que el red neuronal \" nadie saber a_ciencia_cierta como funcionar \" . ',1,1,1,2,3,1,2,0,0,3,0,0
positiva,socio-emocional,'jajay ',0,0,0,0,0,0,0,1,0,0,0,0
positiva,socio-emocional,'j_aja_ja_ja ',0,0,0,0,0,0,0,1,0,0,0,0
respuesta,tarea,'creer que ser sobre medicina , y hablar de el poder de machina clearing ',1,0,1,3,3,0,2,0,3,1,0,0
respuesta,tarea,'porque andar buscar , si encontrar alguno ejemplo o algo , para el 3 , como para agrandar lo uno boquita más , como que quedar el hecho ah en el base de dato , uno consulta , y como que ese no se si ser demostrar ser ya machina clearing . ',2,4,5,6,8,5,10,0,4,7,1,0
respuesta,tarea,'habiz uno puf de el de ayer que estar bueno , el de el paciente embarazar ',2,1,4,2,2,0,1,0,3,1,0,0
negativa,socio-emocional,'pero cambiar de pi , y perdis el linos ',0,0,1,2,2,0,2,0,1,1,0,0
pregunta,tarea,'si el tener a mano , sino ir a buscar el otro pi ',0,0,3,2,3,0,2,0,2,1,0,0
positiva,socio-emocional,'ahora te el busco ',0,1,1,1,0,1,0,0,0,0,0,0
