@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string

@data
respuesta,tarea,'Para ello se pueden utilizar dos instrumentos principales con los que cuenta PROLOG (y la programación lógica), y que la hacen particularmente indicada para este tipo de tareas: El tratamiento recursivo de datos (la RECURSIVIDAD) y las LISTAS.'
respuesta,tarea,'También consideramos de interés los predicados que permiten la conversión de textos en listas.'
respuesta,tarea,'De forma que estas últimas, en su calidad de estructuras singulares de datos, permiten una serie de posibilidades adicionales de proceso y de relación'
respuesta,tarea,'estuve viendo y esta bueno este material ivan para la 3'
positiva,socio-emocional,'ahora voy a armar una pseudo-respuesta a ver que opinan y de ultima lo modificamos'
respuesta,tarea,'Como operan de forma automática, los motores de búsqueda contienen generalmente más información que los directorios.'
respuesta,tarea,'Sin embargo, estos últimos también han de construirse a partir de búsquedas (no automatizadas) o bien a partir de avisos dados por los creadores de páginas.'
respuesta,tarea,'Los buenos directorios combinan ambos sistemas.'
respuesta,tarea,'Bien, me parece que en esta pregunta habría que ver en qué casos se puede aplicar y describir cómo se aplica, más que lo que significa en sí'
respuesta,tarea,'yo mencioné unos ejemplos muy simple en otro comentario que hice'
respuesta,tarea,'otros podrían ser por lo que averigüe, en el ámbito bancario por ejemplo el hecho de determinar si se le puede conceder un crédito a determinado cliente en base a la experiencia que tenga el cliente en el banco (p.e si ha cumplido con los pagos, si anteriormente ha sacado otro credito,etc), seria un caso en el que se aprende de la experiencia pasada.'
respuesta,tarea,'Otra aplicacion podria ser el analisis de imágenes para reconocer objetos, por ej para reconocer personas dentro de una imagen, vieron que en face cuando subis una foto automaticamente te reconoce a todas las personas de la foto? no se si tiene que ver, pero en base a tus amigos y lo que conoce puede determinar con quien estas en la foto. y asi hay muchas mas'
pregunta,tarea,'cuales les parece agregar a la respuesta?'
negativa,socio-emocional,'Chicos tengo que rendir mañana prog.explo, estoy practicando, mña vengo de rendir y ya estoy re libre y me pongo a completar esto!! disculpen!!'
pregunta,tarea,'hola chicos/as como andan? ahí puse una pseudo respuesta del 3, cualquier cosa que quieran agregar o modificar es bienvenida'
respuesta,tarea,'y con respecto a las otras preguntas la 2 ya esta lista y en la 1 solo nos faltaría hilvanar el primer párrafo con el 2do. mañana desp de rendir si quieren nos podemos conectar y darle forma al tp. hasta mañana!'
respuesta,tarea,'Andi, ahi leí lo que pusiste.'
respuesta,tarea,'Esta bueno, despues vemos si le agregamos algo mas o si hay que modificar algo.'
respuesta,tarea,'Recién justifique todo el documento para que quede prolijo (cosa no muy importante, pero bueno).'
positiva,socio-emocional,'hola chicos como andan?'
respuesta,tarea,'estuve viendo y para mi asi esta bastante bien'
respuesta,tarea,'y creo que no deberiamos seguir agregandole cosas porque lo sobrecargamos, para mi asi ya esta excelente'
pregunta,tarea,'no se que opinan ustedes...'
positiva,socio-emocional,'ahora le doy una leida a todo a ver como esta'
respuesta,tarea,'pero por lo que vi pareciera que esta'
pregunta,tarea,'perdon mi ignorancia, pero que es el chat hangout?'
pregunta,tarea,'mejor dicho, como empezamos a usarlo?'
pregunta,tarea,'cuestion, en que quedamos con el tp? ya esta para entregar?'
respuesta,tarea,'a mi parecer ya esta entregable'
pregunta,tarea,'si les parece mas a la noche vemos bien los 3 puntos y si estamos todos de acuerdo lo dejamos listo'
respuesta,tarea,'Me parece a mi que esta bastante bien'
positiva,socio-emocional,'Como decis, a la noche de ultima lo vemos todos juntos'
positiva,socio-emocional,'chicos ahi actualize unas cosas'
respuesta,tarea,'cuando puedan releanlo asi ya lo entregamos'
respuesta,tarea,'quedo bien'
positiva,socio-emocional,'a ver, ahi le pego una leida y les doy mi opinion'
respuesta,tarea,'Yo creo que esta bastante bien'
respuesta,tarea,'Por mi estaria para mandar'
positiva,socio-emocional,perfecto
respuesta,tarea,'lo paso a pdf y se los mando'
positiva,socio-emocional,dale
respuesta,tarea,'Chicos recien lei que hay que hablar por aca, esta perfecto el trabajo para mi.'
respuesta,tarea,'parecen limones los emoticones, jajaj'
positiva,socio-emocional,'jaja buenisimo chicos'
positiva,socio-emocional,'en un ratito ya mando el trabajo por mail'
positiva,socio-emocional,'Genial !!'
pregunta,tarea,'Hola, me leen?'
positiva,socio-emocional,Ok.
respuesta,tarea,'Imagino que será más fácil para ustedes porque sino van a tener que dejar loggeado un usuario en el documento, no tiene chatlog'
respuesta,tarea,'en un hangout, perdón, llaamdo T1_W12'
respuesta,tarea,'A ver, agregame a hangouts a mí. aereal@gmail.com, que yo trato de agregarte nuevamente'
respuesta,tarea,'ya esta'
respuesta,tarea,'Hacé esto primero igual:'
respuesta,tarea,'Viste en tu gmail, que tenés el chat de hangouts? A la derecha de tu nombre vas a ver una flechita hacia abajo.'
respuesta,tarea,'Hacele click'
positiva,socio-emocional,'si ya esta+'
respuesta,tarea,'Deberías ver tu configuración de hangout, notificaciones, etcétera.'
respuesta,tarea,'En una de esas partes tenés cosas archivadas, invitaciones'
respuesta,tarea,'en invitaciones debe estar el de la cátedra'
positiva,socio-emocional,sisi
respuesta,tarea,'fijate si te llegó una invitación para entrar a un hangout'
negativa,socio-emocional,'no no me llego nada'
negativa,socio-emocional,'uh, resolvieron el ticket en donde dejé dicho como fijarte'
respuesta,tarea,'pero bueno, andá a tu gmail'
respuesta,tarea,'en el chat'
respuesta,tarea,'a tu derecha hay una flechita'
negativa,socio-emocional,'pero fui ahi y no tenia nada'
negativa,socio-emocional,'posta? damn'
respuesta,tarea,'estás adentro porque te veo'
respuesta,tarea,'fijate si no te aparece el invite'
pregunta,tarea,'dentro de la lista de hangout tampoco?'
positiva,socio-emocional,'sisis ya esta'
positiva,socio-emocional,genial
respuesta,tarea,'Chicos, empiecen a usar el Hangout 18:30 vamos a dejar de tomar datos de este chat para estadisticas.'
respuesta,tarea,'Todos los grupos ya migraron a ese chat son los unicos que faltan'
respuesta,tarea,'ya lo estamos usando'
respuesta,tarea,'lo estamos usando hace una hora mas o menos'
pregunta,tarea,'Están por ahí?'
respuesta,tarea,'si, aca estoy... sebastian no puede ver la conversacion'
respuesta,tarea,'tiene que aceptarla'
positiva,socio-emocional,'ahora le explico'
positiva,socio-emocional,'aca estoy'
positiva,socio-emocional,esaaa
positiva,socio-emocional,buenísimo
positiva,socio-emocional,'bien ahi, mati la tiene mas clara que yo para gmail'
respuesta,tarea,'lo acabo de buscar, yo no estoy muy familiarizado con hangout desde el webui, siempre lo uso desde el celu'
respuesta,tarea,'mientras esperamos a los demás leamos un poco sobre Machine Learning'
positiva,socio-emocional,'dale dale'
respuesta,tarea,'yo lo único que se de ML es que la mayoría de las cosas hoy en día lo usan, como por ejemplo el buscador de google, o cosas de esa índole que aprenden constántemente de la información que se le va proveyendo, y en base a eso proven funcionalidad de manera dinámica, por así decirlo'
respuesta,tarea,'en el caso de google, el buscador de ellos aprende de todos nosotros que constantemente le vamos \"ENSEÑANDO\" qué cosas buscamos y qué no'
positiva,socio-emocional,'sii es basicamente eso'
respuesta,tarea,'yo estaba viendo lo que decia la wiki, aunque bueno habria que buscar algo un poco más cientifico'
respuesta,tarea,'a medida que agregas informacion , aprende'
respuesta,tarea,'Claro, pero no se qué tanta similitud tiene de una red neuronal, porque sonconceptos dinstintos'
positiva,socio-emocional,claro
positiva,socio-emocional,'voy a leer un poco mientras esperamos al resto'
respuesta,tarea,'es un paradigma'
respuesta,tarea,'(los de coursera dan cursos re intersantes sobre este tema, nunca los pude hacer)'
pregunta,tarea,'ml usa eso?'
pregunta,tarea,'usa qué?'
respuesta,tarea,'Redes neuronales? según tengo entendido'
positiva,socio-emocional,claro
respuesta,tarea,'es una de las tantas maneras de acercarse a lo que es ML'
positiva,socio-emocional,estoy
respuesta,tarea,'Yo hice algo similar con imágenes porno.'
respuesta,tarea,'Entrenamos un algoritmo para que detecte determinadas cantidades de piel en imágenes, y nosotros las taggeabamos como porno o no.'
respuesta,tarea,'En base a eso sacó valores que usamos para otro algoritmo, y con eso detectabamos de uan manera bastante acertada si la imágen que estaba analizando en ese momento era porno o no. (desnudo en realidad)'
respuesta,tarea,'hola Martín, estamos charlando un poco mientras esperamos a Cande'
respuesta,tarea,'Creo que sale de rendir ahora'
pregunta,tarea,'que se rendia hoy??'
positiva,socio-emocional,'a de una'
respuesta,tarea,'Exploratoria, entre otras cosas'
positiva,socio-emocional,'sip exploratoria'
pregunta,tarea,'que onda si alguien no aprueba la cursada de exploratoria y el trabajo si?'
respuesta,tarea,'y digamos que debes desaprobar'
respuesta,tarea,'y calculo que desaprobas'
respuesta,tarea,'o capaz q te guardan la nota para le año q viene si la queres recursar y no dar libre'
respuesta,tarea,'No tengo la menor idea, capaz te guardan la nota, porque por lo que veo son cosas que no se relacionan demasiado'
respuesta,tarea,'ha noc , lo tendrias que preg'
respuesta,tarea,'Preguntá por las dudas, no supongamos'
negativa,socio-emocional,'igual pregunto de curioso la aprobé el año pasado jaja'
positiva,socio-emocional,jajajjaa
pregunta,tarea,'si falta alg 2 te guardan la nota?'
respuesta,tarea,'Igual diría que esas cosas las hablemos por otro canal, ¿no? :P, para no desvirtuar lo que tiene que ver con la realización del trabajo.'
respuesta,tarea,'Sino cada vez que entra alguien se tiene que leer banda de cosas que no tienen nada que ver jaja'
positiva,socio-emocional,'jajaj si es verdad'
respuesta,tarea,'ah posta nos estan monitoreando'
negativa,socio-emocional,'yo que queria charlar sobre el tp tomando una cerveza en antares'
respuesta,tarea,'Miren este quote, es genial: \"A computer program is said to learn from experience E with respect to some class of tasks T and performance measure P, if its performance at tasks in T, as measured by P, improves with experience E\"'
negativa,socio-emocional,'Y, pasa que es difícil, tendríamos que grabar la reunión, que no me parece mala idea tampoco, me gusta más el cara a cara.'
negativa,socio-emocional,'Pero sería re difícil grabar en video toooodo.'
respuesta,tarea,'Porque con audio no se sabe quién dice qué cosa'
respuesta,tarea,'eso nos sirve para empezar'
respuesta,tarea,'si no es un garron'
respuesta,tarea,'sino vamos cada uno con su pc y hablamos por el chat'
positiva,socio-emocional,'che esta bueno eso'
respuesta,tarea,'Un programa de computadora se dice que aprende de una experiencia E con respecto a una clase de tareas T y medida de performance P, si la performance de las tareas en T, medidas por P, mejoran esa experiencia E, lo traduje re mal'
respuesta,tarea,'primero tendriamos que poner una definicion mas general'
respuesta,tarea,'despues la wiki habla de los distintos tipos, refiriendose a la forma de aprender y a la forma de generar las salidas'
respuesta,tarea,'pero suena como una condición que tiene que cumplirse para que un programa cumpla con el criterio de ML'
negativa,socio-emocional,'(me anda mal el spacebar'
respuesta,tarea,'eso nos sirve como partida'
positiva,socio-emocional,'si como lo explica wiki esta bueno'
negativa,socio-emocional,'igual digamos que eso si bien sirve un poco, no nos explica la gran cosa'
respuesta,tarea,'a ver, diga qué entiende cada uno, en dos oraciones no más, lo que cree que es ML'
pregunta,tarea,'¿les parece?'
respuesta,tarea,'como para ir viendo si estamos yendo en el camino correcto'
respuesta,tarea,'es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
respuesta,tarea,'eso entendi yo'
respuesta,tarea,'crear tecnicas que permitan a una computadora aprender. es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma'
respuesta,tarea,'mas o menos entre eso esta la definicion, creo que tiene que ver con inteligencia artificial (puedo estar equivocado) y la idea es que aprenda no solo de los eventos, tambien de la información de entrada la cuál evalúa y procesa y lo vuelve más \"inteligente\"'
respuesta,tarea,'Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
respuesta,tarea,'(Lo de perfeccionarse es debatible, es ganar experiencia, o perfeccionarse en orientación a lo que están diseñados a hacer.)'
positiva,socio-emocional,'Está bien, todos estamos en la misma, buenísimo, hay sintonía'
positiva,socio-emocional,joya
respuesta,tarea,'faltaría la de cande nomás'
respuesta,tarea,'estaría bueno que ella lea, diga la suya sin que la condicionemos'
respuesta,tarea,'estoy viendo si cuando curse inteligencia artificial no lo vimos'
respuesta,tarea,'Tienen relación, porque para generar un AI a veces necesitas de donde sacar esa información, imaginate que todo puede ser complementario'
respuesta,tarea,'El algoritmo de mi herramienta no usaba ML, usó el output de una red neuronal nada más'
positiva,socio-emocional,'sip , hay que avisarle, alguno la conoce'
negativa,socio-emocional,'yo no'
respuesta,tarea,'Debe estar llegando, supongo que tardará media hora en llegar a su casa'
respuesta,tarea,'la otra vez habia comentado en cuys q queria saber si se podia desanotar del tp, pero despues hablo por gmail asi q supongo q quiere hacer el tp'
respuesta,tarea,'mientras tanto, si no conocen, como para aprender algo colateral, googleen sobre el test de turing, que es más de chusma que otra cosa'
respuesta,tarea,'si quieren podriamos ir viendo q aplicaciones utilizan ml'
respuesta,tarea,'varios motores de busqueda'
respuesta,tarea,'alguno uso la aplicación SocialGR para algun trabajo de alguna cátedra? por lo que lei en las filminas de inteligencia artificial usa un tipo de aprendizaje de este estilo'
respuesta,tarea,'yo una vez lei, sobre gta, no lo juego ni me gusta, pero decia algo como q el ultimo utilizaba algo asi, q iba aprendiendo como el usuario iba jugando asi a medida q iba avanzando hacian estrategias sobre eso y al final se te ponia bastante aspero por asi decirlo'
respuesta,tarea,'y supuestamente vienen varios juegos con esa idea'
respuesta,tarea,'ah re copodo'
respuesta,tarea,copado
positiva,socio-emocional,'ahí está cande'
positiva,socio-emocional,joya
respuesta,tarea,'Cande, lo único que hicimos por ahora fue leer un poco sobre Machine Learning, y contar cada uno en una breve oración qué es lo que entendimos!'
pregunta,tarea,'mati seguiste leyendo lo de la wiki?'
respuesta,tarea,Sí
respuesta,tarea,'cuando te habla de los approaches'
respuesta,tarea,'Estoy leyendo de varias fuentes de internet porque son temas que he charlado pero nunca le presté mucha atención, ahora entiendo un poco más'
respuesta,tarea,'vendrian a ser los subtipos o las ramas especializadas donde se usa ML'
respuesta,tarea,'Hay 3 clasificaciones importantes que destacar: Que son aprendizaje asistido, sin asistencia, y con refuerzo.'
respuesta,tarea,'si eso justo lo estaba leyendo en wiki'
respuesta,tarea,'Asistido sería el que mencioné yo, de la red neuronal que usé, que la entrenamos específicamente como a un nene.'
respuesta,tarea,'Diciéndole: esta imágen es un desnudo, esta otra imágen no, esta sí.'
respuesta,tarea,'Así sucesivamente, como pulirla, así aprendemos nosotros a diferenciar naranjas de mandarinas básicamente'
respuesta,tarea,'y esta el semi supervisado'
pregunta,tarea,'alguno uso Weka?'
respuesta,tarea,'por lo que vi es un software para ML'
respuesta,tarea,'Con refuerzo (semi supervisado), sería que tenés una meta.'
respuesta,tarea,'Se me viene a la cabeza un juego que vi hace tiempo, de algoritmos genéticos, que eran autos, que se creaban aleatoriamente la primera vez, e iban andando por un mapa estático.'
respuesta,tarea,'Y si se quedaban trabados se mataban, tenía siempre los mismos obstáculos.'
respuesta,tarea,'Y los que llegaban más lejos tenían un valor más alto.'
respuesta,tarea,'Es bastante más orientado al valor que se le da al algoritmo genético en este caso, pero la cuestión es que iban aprendiendo del terreno y de como ellos mutaban para poder llegar hasta el final del camino.'
respuesta,tarea,'Está bastante bueno ese juego'
respuesta,tarea,'Algo que te guíe por el camino correcto como para no salir para cualquier lado (sin supervisión), que no tiene nada de malo, sólo que a veces cuando hacés uno sin supervisión no vas a saber bien para qué lado puede salir, y podés sorprenderte.'
respuesta,tarea,'A veces se encuentran cosas copadas de esta manera también'
respuesta,tarea,'No, no conozco Weka'
respuesta,tarea,'y tampoco usé SocialGR, aunque me re suena'
positiva,socio-emocional,'hola ya estoy'
respuesta,tarea,'Lo del GTA Martín me hace acordar a algo que se usa en el Left 4 dead'
respuesta,tarea,'El left 4 dead detecta cuando los usuarios se están aburriendo y te larga una horda de zombies, con determinada dificultad, en base a tus reacciones dentro del juego'
respuesta,tarea,'Me suena a que debe haber frameworks monstruosos para estas cosas'
respuesta,tarea,'hay uno de apache me parece, que te da un framework para java'
respuesta,tarea,'Me confundí yo, semi supervisado no es lo mismo que reforzado, para el ejemplo que dí puede que sirva, pero en reforzado tiene una meta clara, en semi supervisado se dan algunas pautas pero no todas, y no están del todo claras'
respuesta,tarea,'claro la informacion que brinda es incompleta'
respuesta,tarea,'esta bueno eso, aunque me parece que tendriamos que usar ejemplos menos volados, pq la verdad ni idea como trabajan esos juegos gigantes.'
respuesta,tarea,'Todo esto nos sirve para responder la primer pregunta'
positiva,socio-emocional,'si es'
respuesta,tarea,'verdad no creo que tenga que ser muy extenso'
respuesta,tarea,'No no, obvio, esperemos que cande se ponga a tono y elaboramos entre todos la primera'
positiva,socio-emocional,'dale dale no hay problema'
negativa,socio-emocional,'no, me parce que es una definicion mas corta y concisa, no creo que haya que poner ejemplos'
negativa,socio-emocional,'Extenso no significa bueno.'
respuesta,tarea,'KISS (keep it simple stupid) <3.'
respuesta,tarea,'ejemplos en el 2 hay que poner'
respuesta,tarea,'no son ejemplos, son más aplicaciones'
respuesta,tarea,'bueno digo para que vayamos haciendo el 1'
respuesta,tarea,'si yo estaba pensando lo mismo q cande, me parece q lo de los ejemplos queda para la segunda'
respuesta,tarea,'listo entonces pongamos una definicion general pero buena , y los distintos tipos'
pregunta,tarea,'bueno, empezamos a redactar la definición de machine leaarning? con nuestras palabras?'
respuesta,tarea,'cande tirá la tuya, breve'
respuesta,tarea,'que es la única que nos falta'
respuesta,tarea,'Seba: es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
respuesta,tarea,'Pato: crear tecnicas que permitan a una computadora aprender'
respuesta,tarea,'Tincho: es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma.'
respuesta,tarea,'Matt: Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
respuesta,tarea,'Vayan pensando en aplicaciones mientras tanto'
respuesta,tarea,'A mi ya se me ocurrió una'
pregunta,tarea,'cual mati ?'
respuesta,tarea,'podriamos buscar algun recomendador de cualquier cosa de interes'
respuesta,tarea,'terminemos primero la una diría, así vamos cerrando'
positiva,socio-emocional,'dale dale'
respuesta,tarea,'si, serian tecnicas para generar un comportamiento o que permitan a la maquina \"aprender\"'
pregunta,tarea,'si quieren lo vamos redactando en el documento'
positiva,socio-emocional,buenísimo
respuesta,tarea,'y que cada uno agregue o cambie lo que le parezca'
positiva,socio-emocional,listo
positiva,socio-emocional,'yo no tengo drama en redactar y que me vayan corrigiendo'
respuesta,tarea,'si alguien quiere adelante también'
respuesta,tarea,'trataría de hacer un merge de lo que todos dijeron'
respuesta,tarea,'dale, yo voy al trabajo en 10 min me vuelvo a conectar'
respuesta,tarea,'pone la tuya mati que quizas es la mas completa'
respuesta,tarea,'de ultima la vamos modificando'
positiva,socio-emocional,'nah, tiro todo, y voy editando'
pregunta,tarea,'y me van guiando'
positiva,socio-emocional,'si esa que fuiste armando quedo buena'
positiva,socio-emocional,'si por eso decia'
positiva,socio-emocional,'dale si'
respuesta,tarea,'pongamos todo y lo vamos armando'
respuesta,tarea,'porque la mia esta muy con mis palabras'
positiva,socio-emocional,'bueno dale'
respuesta,tarea,'redondeo con negro palabras claves'
positiva,socio-emocional,joya
respuesta,tarea,'lo voy a ir modificando sobre la marcha'
pregunta,tarea,'usteddes diganme'
positiva,socio-emocional,'ahí va'
pregunta,tarea,'qué les parece'
respuesta,tarea,'se las dejé en negro a la que escribí'
respuesta,tarea,'corrigan, agreguen, debatan'
respuesta,tarea,'Un área IT en la cual estudia y diseña sistemas,que trabajan mediante..'
respuesta,tarea,'o esta mal'
respuesta,tarea,'está bien, acá no hay nada que esté mal'
respuesta,tarea,'todos tenemos el mismo concepto, pero con diferentes palabras'
respuesta,tarea,'ahí lo edité de nuevo'
positiva,socio-emocional,joya
pregunta,tarea,'ahí?, qué opinan?'
respuesta,tarea,'Pato lo lee ahora en el laburo, por él no se preocucpen que de última nos deja un comentario'
positiva,socio-emocional,'si ahi esta bueno'
respuesta,tarea,'Si creo q ahí quedo,'
negativa,socio-emocional,'no me cierra mucho lo de \"aprender de ellos mismos\"'
respuesta,tarea,'Creo q me suena un poco la parte de aprender de ellos mismos'
respuesta,tarea,'Creo q iría mas aprender de la experiencia sobre eventos o algo asi'
positiva,socio-emocional,eso
positiva,socio-emocional,'sí, de una'
respuesta,tarea,'claro como que aprenden por el uso que se les da'
respuesta,tarea,'o de ejemplos'
respuesta,tarea,'o aprende de la informacion que se les brinda'
respuesta,tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias.'
respuesta,tarea,'si ahi estaria'
positiva,socio-emocional,'Si así quedó'
positiva,socio-emocional,buenísimo
pregunta,tarea,'no ponemos lo de que se generan comportamientos?'
pregunta,tarea,'a qué te referís?'
respuesta,tarea,'(me quedé pensándolo, pero no se si te referís a que en base a sus experiencias genera comportamiento o va modificcando el mismo)'
positiva,socio-emocional,'la definicion quedo bueno'
negativa,socio-emocional,'aunque como que la veo corta'
respuesta,tarea,'para mi el comportamiento se modifica, no deberia generar nuevos'
respuesta,tarea,'si pero despues le agregamos los diferentes tipos'
respuesta,tarea,'no tiene nada de malo que sea corta si cubre todo lo que creemos que es machine learning'
respuesta,tarea,'puede haber mil cosas, y día a día se le sigan agregando approaches, o maneras de implementarlo, pero la definición es una sola'
respuesta,tarea,'a que las tecnicas esas se usan para que la maquina \"aprenda\" y asi despues pueden generarse distintos comportamientos o mejorarse los comportamientos'
respuesta,tarea,'y, eso sería su habilidad, es consecuencia de aprender de sus experiencias, depende cómo vos implementes qué y cómo, va a modificar su comportamiento o no'
respuesta,tarea,'en base a los problemas que surjan o a los distintos usos'
respuesta,tarea,'si optimiza sus comportamientos'
pregunta,tarea,'si querés le agregamos una alcaración'
respuesta,tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
positiva,socio-emocional,'ahora acomodo los conectores'
respuesta,tarea,'sip para mi esta bien'
respuesta,tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas.'
respuesta,tarea,'Estos tienen la habilidad de aprender de información brindada como forma de entrenamiento, tanto como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
positiva,socio-emocional,joya
pregunta,tarea,'qué opinan ahora?'
respuesta,tarea,'modifiquen ustedes donde cree que va cada cosa y de última lo que sea gramática o semántica lo corregimos depsués'
respuesta,tarea,'por ahi mas q modificar podriamos poner corregir o mejorar'
respuesta,tarea,'perfeccionar era la palabra q buscaba'
negativa,socio-emocional,'Cuando modificás estás corrigiendo o mejorando.'
negativa,socio-emocional,'No siempre vas a mejorar, o a corregir.'
respuesta,tarea,'Si no lo hiciste bien puede que haga ML y que esté yéndose de rumbo'
respuesta,tarea,'Perfeccionarse me gusta, es la que usé yo en mi definición, pero no quería ponerla'
positiva,socio-emocional,'estoy de acuerdo con mati, puede pasar que empeore, aunque tenga mas conocimiento'
respuesta,tarea,'perfeccionado va bien'
respuesta,tarea,'perfeccionando será'
positiva,socio-emocional,'si dale'
respuesta,tarea,'ponele perfeccionando'
respuesta,tarea,'Creo que ahí estamos todos de acuerdo'
respuesta,tarea,'Cande está agregado lo de los comportamientos'
pregunta,tarea,'te parece que le falta algo más?'
respuesta,tarea,'para mi ya esta'
respuesta,tarea,'porque el enunciado dice redacten con sus palabras una definición de machine learning.'
negativa,socio-emocional,'me parece que esta medio mal redactado'
respuesta,tarea,'creo que mas que eso'
pregunta,tarea,donde?
respuesta,tarea,'acomodalo cande, y ponelo a evaluar'
respuesta,tarea,'así terminamos con el 1'
respuesta,tarea,'y seguimos adelante'
negativa,socio-emocional,'el final pifié'
positiva,socio-emocional,'ahi lo fixié'
pregunta,tarea,'de los tipos de ML y demas no vamos a hablar no?'
respuesta,tarea,'banca que hay varios modificando'
negativa,socio-emocional,'y sino es un quilombo'
respuesta,tarea,'estaba tocándolo solamente yo ahora, algunos sólo resaltaban'
respuesta,tarea,'me parece que no es necesario hablar de los tipos'
respuesta,tarea,'por lo que te pide el enunciado'
respuesta,tarea,'esta bien, si opinan asi'
respuesta,tarea,'Si quieren podemos contar'
respuesta,tarea,'pero una definición no siempre incluye clasificaciones y enfoques'
positiva,socio-emocional,claro
respuesta,tarea,'Es más, si te fijás en wikipedia, ellos en la definición te dan algo más breve que nosostros si sacás toda la parte de la historia.'
respuesta,tarea,'Y hasta que no se ponen a pulirlo en sus tipos, y sus enfoques, y aplicaciones no hablan de otras cosas'
positiva,socio-emocional,'esta bien, me convencen'
positiva,socio-emocional,jajaja
positiva,socio-emocional,Jajajaj
positiva,socio-emocional,'yo soy el peleador'
respuesta,tarea,'Los tipos de asistido o no, están implícitamente en la definición que ya tenemos'
positiva,socio-emocional,'esta bien'
pregunta,tarea,'cande termino con la definicion?'
respuesta,tarea,'ya fue dejenla asi'
positiva,socio-emocional,'quedo bien'
respuesta,tarea,'yo le agregaria algo al principio'
respuesta,tarea,'tenés que estar conforme, agregale un comentario con lo que creés que le falta y dónde'
positiva,socio-emocional,'sip esta bien eso que estas agregando jaja'
respuesta,tarea,'ahi esta'
respuesta,tarea,'ya quede conforme'
positiva,socio-emocional,genial
respuesta,tarea,'para mi estamos perdiendo demasiado tiempo en detalles'
respuesta,tarea,'que son cosas que se pueden pulir'
respuesta,tarea,'aprovechemos que estamos todos juntos y sigamos adelante'
respuesta,tarea,'para detalles tenemos tiempo de sobra'
respuesta,tarea,'vamos a la 2'
positiva,socio-emocional,'si dale'
respuesta,tarea,'cualquier cosa pónganle comentarios y fue, 1 hora y media con la primera estuvimos'
positiva,socio-emocional,jajajaj
respuesta,tarea,'si, despues cada uno que lo modifique en otro momento si le parece'
positiva,socio-emocional,'si mal'
respuesta,tarea,'bien pregunta 2'
respuesta,tarea,'no se lo mas basico los buscadores'
respuesta,tarea,'cada uno q de un ejemplo y alguna explicacion breve'
respuesta,tarea,'los motores de busqueda es uno'
respuesta,tarea,'juegos, y como la maquina podria generar estrategias en base a lo que el usuario esta demostrando'
pregunta,tarea,'cual era el que habias pensado vos mati?'
respuesta,tarea,'Yo propongo una aplicación: En la bolsa.'
respuesta,tarea,'Usar ML asistido para detectar cuando van o subir las acciones de una empresa.'
respuesta,tarea,'O usar ML sin asistencia para las estadísticas de la bolsa asociado con los estados de una empresa (compra, venta de acciones, adquisición de empresas, cierre de empresa), y ver qué es lo que aprende, tal vez te sorprenda asociando baja de acciones con el quiebre de una empresa, o subida de acciones con una buena adquisición de una empresa por parte de otra.'
respuesta,tarea,'el teclado de un telefono, esos nuevos q estan re copados q te van armando la frase practicamente sin teclear'
respuesta,tarea,'Como swiftkey, sí'
positiva,socio-emocional,exaaaaacto
positiva,socio-emocional,'está buena esa, amo ese teclado'
positiva,socio-emocional,'si ese de la bolsa es buenisimo'
positiva,socio-emocional,'sii de una'
positiva,socio-emocional,'si te soluciona la vida cuando estas en pedo y tenes q escribir bien'
positiva,socio-emocional,jajaja
negativa,socio-emocional,shhh
positiva,socio-emocional,Jajajajajaj
respuesta,tarea,'desarrollá un poco lo de los buscadores'
respuesta,tarea,'y ponemos esas 3'
respuesta,tarea,'los buscadores , que te vayan facilitando las cosas , de las busquedas realizadas anteriormente'
respuesta,tarea,'Martin escribite la del teclado'
respuesta,tarea,'Los que terminaron de escribir o no hagan nada relean lo que ya se escribió'
respuesta,tarea,'yo pondria si o si algun tipo de recomendador'
respuesta,tarea,'para mi es el uso fundamental'
respuesta,tarea,'se basan en eso'
respuesta,tarea,'bueno, pero que se resalte'
respuesta,tarea,agregale
negativa,socio-emocional,'che en la segunda no se si seria TECLADO la palabra'
negativa,socio-emocional,nono
positiva,socio-emocional,'como para diferenciar nomás jajaa'
pregunta,tarea,'que seria diccionario?'
respuesta,tarea,'los que cursaron NUI'
