@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute mensaje string

@data
tarea,'y que cada uno agregue o cambie lo que le parezca'
socio-emocional,listo
socio-emocional,'yo no tengo drama en redactar y que me vayan corrigiendo'
tarea,'si alguien quiere adelante también'
tarea,'trataría de hacer un merge de lo que todos dijeron'
tarea,'dale, yo voy al trabajo en 10 min me vuelvo a conectar'
tarea,'pone la tuya mati que quizas es la mas completa'
tarea,'de ultima la vamos modificando'
socio-emocional,'nah, tiro todo, y voy editando'
tarea,'y me van guiando'
socio-emocional,'si esa que fuiste armando quedo buena'
socio-emocional,'si por eso decia'
socio-emocional,'dale si'
tarea,'pongamos todo y lo vamos armando'
tarea,'porque la mia esta muy con mis palabras'
socio-emocional,'bueno dale'
tarea,'redondeo con negro palabras claves'
socio-emocional,joya
tarea,'lo voy a ir modificando sobre la marcha'
tarea,'usteddes diganme'
socio-emocional,'ahí va'
tarea,'qué les parece'
tarea,'se las dejé en negro a la que escribí'
tarea,'corrigan, agreguen, debatan'
tarea,'Un área IT en la cual estudia y diseña sistemas,que trabajan mediante..'
tarea,'o esta mal'
tarea,'está bien, acá no hay nada que esté mal'
tarea,'todos tenemos el mismo concepto, pero con diferentes palabras'
tarea,'ahí lo edité de nuevo'
socio-emocional,joya
tarea,'ahí?, qué opinan?'
tarea,'Pato lo lee ahora en el laburo, por él no se preocucpen que de última nos deja un comentario'
socio-emocional,'si ahi esta bueno'
tarea,'Si creo q ahí quedo,'
socio-emocional,'no me cierra mucho lo de \"aprender de ellos mismos\"'
tarea,'Creo q me suena un poco la parte de aprender de ellos mismos'
tarea,'Creo q iría mas aprender de la experiencia sobre eventos o algo asi'
socio-emocional,eso
socio-emocional,'sí, de una'
tarea,'claro como que aprenden por el uso que se les da'
tarea,'o de ejemplos'
tarea,'o aprende de la informacion que se les brinda'
tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias.'
tarea,'si ahi estaria'
socio-emocional,'Si así quedó'
socio-emocional,buenísimo
tarea,'no ponemos lo de que se generan comportamientos?'
tarea,'a qué te referís?'
tarea,'(me quedé pensándolo, pero no se si te referís a que en base a sus experiencias genera comportamiento o va modificcando el mismo)'
socio-emocional,'la definicion quedo bueno'
socio-emocional,'aunque como que la veo corta'
tarea,'para mi el comportamiento se modifica, no deberia generar nuevos'
tarea,'si pero despues le agregamos los diferentes tipos'
tarea,'no tiene nada de malo que sea corta si cubre todo lo que creemos que es machine learning'
tarea,'puede haber mil cosas, y día a día se le sigan agregando approaches, o maneras de implementarlo, pero la definición es una sola'
tarea,'a que las tecnicas esas se usan para que la maquina \"aprenda\" y asi despues pueden generarse distintos comportamientos o mejorarse los comportamientos'
tarea,'y, eso sería su habilidad, es consecuencia de aprender de sus experiencias, depende cómo vos implementes qué y cómo, va a modificar su comportamiento o no'
tarea,'en base a los problemas que surjan o a los distintos usos'
tarea,'si optimiza sus comportamientos'
tarea,'si querés le agregamos una alcaración'
tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
socio-emocional,'ahora acomodo los conectores'
tarea,'sip para mi esta bien'
tarea,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas.'
tarea,'Estos tienen la habilidad de aprender de información brindada como forma de entrenamiento, tanto como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
socio-emocional,joya
tarea,'qué opinan ahora?'
tarea,'modifiquen ustedes donde cree que va cada cosa y de última lo que sea gramática o semántica lo corregimos depsués'
tarea,'por ahi mas q modificar podriamos poner corregir o mejorar'
tarea,'perfeccionar era la palabra q buscaba'
socio-emocional,'Cuando modificás estás corrigiendo o mejorando.'
socio-emocional,'No siempre vas a mejorar, o a corregir.'
tarea,'Si no lo hiciste bien puede que haga ML y que esté yéndose de rumbo'
tarea,'Perfeccionarse me gusta, es la que usé yo en mi definición, pero no quería ponerla'
socio-emocional,'estoy de acuerdo con mati, puede pasar que empeore, aunque tenga mas conocimiento'
tarea,'perfeccionado va bien'
tarea,'perfeccionando será'
socio-emocional,'si dale'
tarea,'ponele perfeccionando'
tarea,'Creo que ahí estamos todos de acuerdo'
tarea,'Cande está agregado lo de los comportamientos'
tarea,'te parece que le falta algo más?'
tarea,'para mi ya esta'
tarea,'porque el enunciado dice redacten con sus palabras una definición de machine learning.'
socio-emocional,'me parece que esta medio mal redactado'
tarea,'creo que mas que eso'
tarea,donde?
tarea,'acomodalo cande, y ponelo a evaluar'
tarea,'así terminamos con el 1'
tarea,'y seguimos adelante'
socio-emocional,'el final pifié'
socio-emocional,'ahi lo fixié'
tarea,'de los tipos de ML y demas no vamos a hablar no?'
tarea,'banca que hay varios modificando'
socio-emocional,'y sino es un quilombo'
tarea,'estaba tocándolo solamente yo ahora, algunos sólo resaltaban'
tarea,'me parece que no es necesario hablar de los tipos'
tarea,'por lo que te pide el enunciado'
tarea,'esta bien, si opinan asi'
tarea,'Si quieren podemos contar'
tarea,'pero una definición no siempre incluye clasificaciones y enfoques'
socio-emocional,claro
tarea,'Es más, si te fijás en wikipedia, ellos en la definición te dan algo más breve que nosostros si sacás toda la parte de la historia.'
tarea,'Y hasta que no se ponen a pulirlo en sus tipos, y sus enfoques, y aplicaciones no hablan de otras cosas'
socio-emocional,'esta bien, me convencen'
socio-emocional,jajaja
socio-emocional,Jajajaj
socio-emocional,'yo soy el peleador'
tarea,'Los tipos de asistido o no, están implícitamente en la definición que ya tenemos'
socio-emocional,'esta bien'
tarea,'cande termino con la definicion?'
tarea,'ya fue dejenla asi'
socio-emocional,'quedo bien'
tarea,'yo le agregaria algo al principio'
tarea,'tenés que estar conforme, agregale un comentario con lo que creés que le falta y dónde'
socio-emocional,'sip esta bien eso que estas agregando jaja'
tarea,'ahi esta'
tarea,'ya quede conforme'
socio-emocional,genial
tarea,'para mi estamos perdiendo demasiado tiempo en detalles'
tarea,'que son cosas que se pueden pulir'
tarea,'aprovechemos que estamos todos juntos y sigamos adelante'
tarea,'para detalles tenemos tiempo de sobra'
tarea,'vamos a la 2'
socio-emocional,'si dale'
tarea,'cualquier cosa pónganle comentarios y fue, 1 hora y media con la primera estuvimos'
socio-emocional,jajajaj
tarea,'si, despues cada uno que lo modifique en otro momento si le parece'
socio-emocional,'si mal'
tarea,'bien pregunta 2'
tarea,'no se lo mas basico los buscadores'
tarea,'cada uno q de un ejemplo y alguna explicacion breve'
tarea,'los motores de busqueda es uno'
tarea,'juegos, y como la maquina podria generar estrategias en base a lo que el usuario esta demostrando'
tarea,'cual era el que habias pensado vos mati?'
tarea,'Yo propongo una aplicación: En la bolsa.'
tarea,'Usar ML asistido para detectar cuando van o subir las acciones de una empresa.'
tarea,'O usar ML sin asistencia para las estadísticas de la bolsa asociado con los estados de una empresa (compra, venta de acciones, adquisición de empresas, cierre de empresa), y ver qué es lo que aprende, tal vez te sorprenda asociando baja de acciones con el quiebre de una empresa, o subida de acciones con una buena adquisición de una empresa por parte de otra.'
tarea,'el teclado de un telefono, esos nuevos q estan re copados q te van armando la frase practicamente sin teclear'
tarea,'Como swiftkey, sí'
socio-emocional,exaaaaacto
socio-emocional,'está buena esa, amo ese teclado'
socio-emocional,'si ese de la bolsa es buenisimo'
socio-emocional,'sii de una'
socio-emocional,'si te soluciona la vida cuando estas en pedo y tenes q escribir bien'
socio-emocional,jajaja
socio-emocional,shhh
socio-emocional,Jajajajajaj
tarea,'desarrollá un poco lo de los buscadores'
tarea,'y ponemos esas 3'
tarea,'los buscadores , que te vayan facilitando las cosas , de las busquedas realizadas anteriormente'
tarea,'Martin escribite la del teclado'
tarea,'Los que terminaron de escribir o no hagan nada relean lo que ya se escribió'
tarea,'yo pondria si o si algun tipo de recomendador'
tarea,'para mi es el uso fundamental'
tarea,'se basan en eso'
tarea,'bueno, pero que se resalte'
tarea,agregale
socio-emocional,'che en la segunda no se si seria TECLADO la palabra'
socio-emocional,nono
socio-emocional,'como para diferenciar nomás jajaa'
tarea,'que seria diccionario?'
tarea,'los que cursaron NUI'
socio-emocional,'si, algo asi'
socio-emocional,'no quiero mandar fruta'
tarea,'mobile? deja teclado jajaj'
socio-emocional,jajaja
socio-emocional,'manden fruta!!'
socio-emocional,'jajaja che tincoh'
socio-emocional,'puedo reordenarte tus palabras'
tarea,'diccionario predictivo'
socio-emocional,sisisi
socio-emocional,'loved it'
socio-emocional,'te reordeno la sopa de letras que me dejaste'
socio-emocional,'jaja chiste'
socio-emocional,'jajaja si soy malisimo para redactar'
socio-emocional,'el 1 tambien tiene sopa de letras'
socio-emocional,ajaj
socio-emocional,'jaja sí'
tarea,acomoden
socio-emocional,'yo voy a acomodar un poco el 2'
tarea,'acomoden el 1'
tarea,'ahi el ultimo patricio lo modifico y quedo joya'
tarea,'jajaja al q puse yo lo esta cambiando todo, pobre le tire un problema'
socio-emocional,'jajaja no quiero matar tu idea'
socio-emocional,'me está costando un huevo'
socio-emocional,jjajajaja
socio-emocional,'un traba lengua'
tarea,'uso diario quedaba genial'
socio-emocional,'che tampoco le cambies todo'
socio-emocional,'naa asi queda genial'
tarea,'mi idea no es cambiarle todo, la primera parte no podía modificarlo de otra manera'
tarea,'lo primero que habia puesto estaba bien'
tarea,'estoy modificándolo en base a lo que él me va diciendo por acá'
tarea,'diccionario es la palabra??'
tarea,'si o no ?'
socio-emocional,'no sé'
tarea,'que va?'
socio-emocional,ahí
tarea,'dispositivo de entrada'
tarea,'o algo asi'
tarea,'La segunda parte te la dejé intacta, le corregí dos boludeces'
socio-emocional,'chicos yo me tengo que ir pero en 20 o 30 vuelvo disculpen'
socio-emocional,'no pasa nada, de última dejás comentarios y lo charlamos por ahí'
socio-emocional,'dale joya'
tarea,'me parece que esta muy extenso lo del diccionario'
tarea,'estoy leyendo lo que puso tincho al ppio'
tarea,'Usar machine learning para generar una respuesta, sin necesidad de utilizar las teclas, que posiblemente el usuario va a usar en ese momento, utilizando la información que va generando con su uso, ir almacenando las respuestas que el usuario realiza a partir de un mensaje recibido y las frases y palabras que mas esta acostumbrado a utilizar.'
socio-emocional,'me la mandé cuando quise poner en contexto el párrafo'
tarea,'ese era el original'
socio-emocional,'jaja era una sopa de letras, pero los conceptos estaban bien'
socio-emocional,'Igual dejé la mitad casi intacta eh'
tarea,'no se si iria lo de dispositivos mobiles podria usarse en otros contextos tmb'
tarea,'como emm... dispositivos mobiles'
tarea,'claro, para cualquier contexto no sirve eso, sirve para contextos donde hay conversaciones, o algo así'
socio-emocional,JAJAJAJAJJAJAJAJAJA
tarea,'na joda, pero posta q podria utilizarse en la pc para q con el teclado por ahi es incomodo'
tarea,'che eso que marque ahi no va no?'
socio-emocional,'a ver'
tarea,'no lo veo'
tarea,'en el segundo parrafo de lo de diccionario hay algo raro'
tarea,'podria ponerse como por ejemplo bla bla bla'
tarea,'hay redundancia con la última parte del primero y el segundo'
tarea,'ah no pará, creo que por mirar el historial colgué en el limbo'
socio-emocional,'un segundo por favor, espere mientras nuestros representantes solucionan su problema'
tarea,'me aprece redundante'
socio-emocional,'Ah sí, ahí veo tu selección'
tarea,'es redundante con la última parte del primero'
socio-emocional,'Jajaja, bueno tincho, tu idea quedó, pero nos comimos tu sopa'
tarea,'bueno creo que el 2 ya esta'
socio-emocional,jajaja
